log_id,request_id,completion_date,cost,created_at,updated_at,deleted_at,description,charged_to
99,101,2021-04-29,7182.57,2021-04-29 00:00:00,2021-04-29 00:00:00,,,owner
100,102,2021-05-11,3875.57,2021-05-11 00:00:00,2021-05-11 00:00:00,,,owner
101,103,2021-05-21,4300.55,2021-05-21 00:00:00,2021-05-21 00:00:00,,,owner
102,104,2021-05-08,4062.86,2021-05-08 00:00:00,2021-05-08 00:00:00,,,owner
103,105,2021-06-06,4181.72,2021-06-06 00:00:00,2021-06-06 00:00:00,,,owner
104,106,2021-05-12,499.17,2021-05-12 00:00:00,2021-05-12 00:00:00,,,owner
105,107,2021-05-25,7100.74,2021-05-25 00:00:00,2021-05-25 00:00:00,,,owner
106,108,2021-05-23,1123.98,2021-05-23 00:00:00,2021-05-23 00:00:00,,,owner
107,109,2021-05-04,1765.07,2021-05-04 00:00:00,2021-05-04 00:00:00,,,owner
108,110,2021-05-15,6108.64,2021-05-15 00:00:00,2021-05-15 00:00:00,,,owner
109,111,2021-05-20,6528.95,2021-05-20 00:00:00,2021-05-20 00:00:00,,,owner
110,112,2021-05-20,8415.21,2021-05-20 00:00:00,2021-05-20 00:00:00,,,owner
111,113,2021-05-18,2944.10,2021-05-18 00:00:00,2021-05-18 00:00:00,,,owner
112,114,2021-05-14,8825.12,2021-05-14 00:00:00,2021-05-14 00:00:00,,,owner
113,115,2021-05-08,1803.73,2021-05-08 00:00:00,2021-05-08 00:00:00,,,owner
114,116,2021-05-27,5435.51,2021-05-27 00:00:00,2021-05-27 00:00:00,,,owner
115,118,2021-05-29,7508.62,2021-05-29 00:00:00,2021-05-29 00:00:00,,,owner
116,119,2021-06-01,5550.65,2021-06-01 00:00:00,2021-06-01 00:00:00,,,owner
117,120,2021-05-08,2009.07,2021-05-08 00:00:00,2021-05-08 00:00:00,,,owner
118,121,2021-05-10,4923.61,2021-05-10 00:00:00,2021-05-10 00:00:00,,,owner
119,122,2021-05-27,4133.47,2021-05-27 00:00:00,2021-05-27 00:00:00,,,owner
120,123,2021-05-17,8653.23,2021-05-17 00:00:00,2021-05-17 00:00:00,,,owner
121,124,2021-05-15,5762.15,2021-05-15 00:00:00,2021-05-15 00:00:00,,,owner
122,126,2021-06-02,5371.03,2021-06-02 00:00:00,2021-06-02 00:00:00,,,owner
123,127,2021-07-03,6625.31,2021-07-03 00:00:00,2021-07-03 00:00:00,,,owner
124,128,2021-06-13,918.12,2021-06-13 00:00:00,2021-06-13 00:00:00,,,owner
125,129,2021-06-11,6303.07,2021-06-11 00:00:00,2021-06-11 00:00:00,,,owner
126,130,2021-06-17,1489.00,2021-06-17 00:00:00,2021-06-17 00:00:00,,,owner
127,131,2021-06-07,8716.31,2021-06-07 00:00:00,2021-06-07 00:00:00,,,owner
128,133,2021-06-15,1627.22,2021-06-15 00:00:00,2021-06-15 00:00:00,,,owner
129,134,2021-06-30,2841.10,2021-06-30 00:00:00,2021-06-30 00:00:00,,,owner
130,136,2021-06-16,8511.97,2021-06-16 00:00:00,2021-06-16 00:00:00,,,owner
131,137,2021-07-04,4041.48,2021-07-04 00:00:00,2021-07-04 00:00:00,,,owner
132,138,2021-06-10,3240.88,2021-06-10 00:00:00,2021-06-10 00:00:00,,,owner
133,139,2021-07-02,2194.11,2021-07-02 00:00:00,2021-07-02 00:00:00,,,owner
134,140,2021-06-10,2516.72,2021-06-10 00:00:00,2021-06-10 00:00:00,,,owner
135,141,2021-06-21,6483.46,2021-06-21 00:00:00,2021-06-21 00:00:00,,,owner
136,142,2021-06-04,2528.12,2021-06-04 00:00:00,2021-06-04 00:00:00,,,owner
137,143,2021-07-01,2609.76,2021-07-01 00:00:00,2021-07-01 00:00:00,,,owner
138,144,2021-06-25,2584.13,2021-06-25 00:00:00,2021-06-25 00:00:00,,,owner
139,145,2021-06-06,2201.09,2021-06-06 00:00:00,2021-06-06 00:00:00,,,owner
140,146,2021-06-28,4595.77,2021-06-28 00:00:00,2021-06-28 00:00:00,,,owner
141,147,2021-06-21,5036.77,2021-06-21 00:00:00,2021-06-21 00:00:00,,,owner
142,148,2021-06-12,8457.61,2021-06-12 00:00:00,2021-06-12 00:00:00,,,owner
143,149,2021-07-29,1295.11,2021-07-29 00:00:00,2021-07-29 00:00:00,,,owner
144,150,2021-07-09,1486.66,2021-07-09 00:00:00,2021-07-09 00:00:00,,,owner
145,151,2021-07-04,1553.37,2021-07-04 00:00:00,2021-07-04 00:00:00,,,owner
146,152,2021-07-13,5213.90,2021-07-13 00:00:00,2021-07-13 00:00:00,,,owner
147,153,2021-07-21,5550.96,2021-07-21 00:00:00,2021-07-21 00:00:00,,,owner
148,154,2021-07-22,7630.74,2021-07-22 00:00:00,2021-07-22 00:00:00,,,owner
149,155,2021-07-17,8550.56,2021-07-17 00:00:00,2021-07-17 00:00:00,,,owner
150,156,2021-08-07,6026.42,2021-08-07 00:00:00,2021-08-07 00:00:00,,,owner
151,157,2021-07-19,2510.23,2021-07-19 00:00:00,2021-07-19 00:00:00,,,owner
152,158,2021-07-07,4622.09,2021-07-07 00:00:00,2021-07-07 00:00:00,,,owner
153,159,2021-07-18,3924.41,2021-07-18 00:00:00,2021-07-18 00:00:00,,,owner
154,160,2021-08-02,5985.68,2021-08-02 00:00:00,2021-08-02 00:00:00,,,owner
155,161,2021-07-19,5295.70,2021-07-19 00:00:00,2021-07-19 00:00:00,,,owner
156,162,2021-07-11,5137.73,2021-07-11 00:00:00,2021-07-11 00:00:00,,,owner
157,163,2021-07-13,2234.55,2021-07-13 00:00:00,2021-07-13 00:00:00,,,owner
158,164,2021-08-03,4095.68,2021-08-03 00:00:00,2021-08-03 00:00:00,,,owner
159,165,2021-08-01,2896.51,2021-08-01 00:00:00,2021-08-01 00:00:00,,,owner
160,166,2021-07-13,5230.96,2021-07-13 00:00:00,2021-07-13 00:00:00,,,owner
161,167,2021-07-03,4700.71,2021-07-03 00:00:00,2021-07-03 00:00:00,,,owner
162,168,2021-07-20,4380.96,2021-07-20 00:00:00,2021-07-20 00:00:00,,,owner
163,169,2021-07-20,2553.09,2021-07-20 00:00:00,2021-07-20 00:00:00,,,owner
164,170,2021-07-19,3885.74,2021-07-19 00:00:00,2021-07-19 00:00:00,,,owner
165,171,2021-07-21,2394.06,2021-07-21 00:00:00,2021-07-21 00:00:00,,,owner
166,172,2021-07-18,1314.03,2021-07-18 00:00:00,2021-07-18 00:00:00,,,owner
167,173,2021-07-24,1208.58,2021-07-24 00:00:00,2021-07-24 00:00:00,,,owner
168,174,2021-07-06,5916.36,2021-07-06 00:00:00,2021-07-06 00:00:00,,,owner
169,175,2021-07-08,3769.53,2021-07-08 00:00:00,2021-07-08 00:00:00,,,owner
170,176,2021-09-01,8043.05,2021-09-01 00:00:00,2021-09-01 00:00:00,,,owner
171,177,2021-08-31,1715.96,2021-08-31 00:00:00,2021-08-31 00:00:00,,,owner
172,178,2021-08-06,931.74,2021-08-06 00:00:00,2021-08-06 00:00:00,,,owner
173,179,2021-08-25,3768.38,2021-08-25 00:00:00,2021-08-25 00:00:00,,,owner
174,180,2021-08-07,2585.32,2021-08-07 00:00:00,2021-08-07 00:00:00,,,owner
175,181,2021-08-08,3126.53,2021-08-08 00:00:00,2021-08-08 00:00:00,,,owner
176,182,2021-08-13,4435.15,2021-08-13 00:00:00,2021-08-13 00:00:00,,,owner
177,183,2021-08-21,2750.01,2021-08-21 00:00:00,2021-08-21 00:00:00,,,owner
178,184,2021-08-31,1642.15,2021-08-31 00:00:00,2021-08-31 00:00:00,,,owner
179,186,2021-08-25,3685.82,2021-08-25 00:00:00,2021-08-25 00:00:00,,,owner
180,187,2021-09-04,4098.26,2021-09-04 00:00:00,2021-09-04 00:00:00,,,owner
181,188,2021-08-05,2595.23,2021-08-05 00:00:00,2021-08-05 00:00:00,,,owner
182,189,2021-08-30,1657.53,2021-08-30 00:00:00,2021-08-30 00:00:00,,,owner
183,190,2021-08-07,4614.13,2021-08-07 00:00:00,2021-08-07 00:00:00,,,owner
184,191,2021-08-27,717.52,2021-08-27 00:00:00,2021-08-27 00:00:00,,,owner
185,192,2021-09-24,4980.14,2021-09-24 00:00:00,2021-09-24 00:00:00,,,owner
186,193,2021-09-08,2643.63,2021-09-08 00:00:00,2021-09-08 00:00:00,,,owner
187,194,2021-09-25,5065.87,2021-09-25 00:00:00,2021-09-25 00:00:00,,,owner
188,195,2021-09-14,2967.72,2021-09-14 00:00:00,2021-09-14 00:00:00,,,owner
189,196,2021-09-24,2569.87,2021-09-24 00:00:00,2021-09-24 00:00:00,,,owner
190,197,2021-09-03,5097.31,2021-09-03 00:00:00,2021-09-03 00:00:00,,,owner
191,199,2021-09-09,7488.36,2021-09-09 00:00:00,2021-09-09 00:00:00,,,owner
192,200,2021-09-10,4348.70,2021-09-10 00:00:00,2021-09-10 00:00:00,,,owner
193,201,2021-10-06,5425.06,2021-10-06 00:00:00,2021-10-06 00:00:00,,,owner
194,202,2021-09-23,4930.53,2021-09-23 00:00:00,2021-09-23 00:00:00,,,owner
195,203,2021-09-15,7365.52,2021-09-15 00:00:00,2021-09-15 00:00:00,,,owner
196,204,2021-10-03,8267.92,2021-10-03 00:00:00,2021-10-03 00:00:00,,,owner
197,205,2021-09-29,8655.94,2021-09-29 00:00:00,2021-09-29 00:00:00,,,owner
198,206,2021-09-03,2929.67,2021-09-03 00:00:00,2021-09-03 00:00:00,,,owner
199,207,2021-09-12,5861.04,2021-09-12 00:00:00,2021-09-12 00:00:00,,,owner
200,208,2021-10-02,6967.40,2021-10-02 00:00:00,2021-10-02 00:00:00,,,owner
201,209,2021-10-26,1765.57,2021-10-26 00:00:00,2021-10-26 00:00:00,,,owner
202,210,2021-10-16,9758.26,2021-10-16 00:00:00,2021-10-16 00:00:00,,,owner
203,211,2021-10-20,5533.55,2021-10-20 00:00:00,2021-10-20 00:00:00,,,owner
204,212,2021-10-21,924.44,2021-10-21 00:00:00,2021-10-21 00:00:00,,,owner
205,213,2021-10-29,3151.45,2021-10-29 00:00:00,2021-10-29 00:00:00,,,owner
206,214,2021-10-08,6677.82,2021-10-08 00:00:00,2021-10-08 00:00:00,,,owner
207,215,2021-10-15,6282.57,2021-10-15 00:00:00,2021-10-15 00:00:00,,,owner
208,216,2021-11-01,5297.14,2021-11-01 00:00:00,2021-11-01 00:00:00,,,owner
209,217,2021-10-08,2527.09,2021-10-08 00:00:00,2021-10-08 00:00:00,,,owner
210,218,2021-10-08,5217.78,2021-10-08 00:00:00,2021-10-08 00:00:00,,,owner
211,219,2021-10-24,2341.28,2021-10-24 00:00:00,2021-10-24 00:00:00,,,owner
212,220,2021-11-02,10191.21,2021-11-02 00:00:00,2021-11-02 00:00:00,,,owner
213,221,2021-10-24,2603.64,2021-10-24 00:00:00,2021-10-24 00:00:00,,,owner
214,222,2021-10-31,6454.18,2021-10-31 00:00:00,2021-10-31 00:00:00,,,owner
215,223,2021-10-31,5342.57,2021-10-31 00:00:00,2021-10-31 00:00:00,,,owner
216,224,2021-10-26,5550.21,2021-10-26 00:00:00,2021-10-26 00:00:00,,,owner
217,225,2021-10-21,5014.75,2021-10-21 00:00:00,2021-10-21 00:00:00,,,owner
218,226,2021-10-04,2050.30,2021-10-04 00:00:00,2021-10-04 00:00:00,,,owner
219,227,2021-10-02,3161.63,2021-10-02 00:00:00,2021-10-02 00:00:00,,,owner
220,228,2021-10-31,5299.89,2021-10-31 00:00:00,2021-10-31 00:00:00,,,owner
221,229,2021-10-26,4795.68,2021-10-26 00:00:00,2021-10-26 00:00:00,,,owner
222,230,2021-10-22,4752.32,2021-10-22 00:00:00,2021-10-22 00:00:00,,,owner
223,231,2021-10-16,1731.22,2021-10-16 00:00:00,2021-10-16 00:00:00,,,owner
224,232,2021-11-11,1092.56,2021-11-11 00:00:00,2021-11-11 00:00:00,,,owner
225,233,2021-11-27,4118.01,2021-11-27 00:00:00,2021-11-27 00:00:00,,,owner
226,234,2021-11-25,3189.40,2021-11-25 00:00:00,2021-11-25 00:00:00,,,owner
227,235,2021-11-17,670.43,2021-11-17 00:00:00,2021-11-17 00:00:00,,,owner
228,236,2021-12-04,7358.24,2021-12-04 00:00:00,2021-12-04 00:00:00,,,owner
229,237,2021-11-21,1473.14,2021-11-21 00:00:00,2021-11-21 00:00:00,,,owner
230,238,2021-11-12,4870.74,2021-11-12 00:00:00,2021-11-12 00:00:00,,,owner
231,239,2021-11-21,975.54,2021-11-21 00:00:00,2021-11-21 00:00:00,,,owner
232,240,2021-11-17,1186.67,2021-11-17 00:00:00,2021-11-17 00:00:00,,,owner
233,241,2021-11-18,1110.43,2021-11-18 00:00:00,2021-11-18 00:00:00,,,owner
234,243,2021-11-06,2554.86,2021-11-06 00:00:00,2021-11-06 00:00:00,,,owner
235,244,2021-11-13,4602.45,2021-11-13 00:00:00,2021-11-13 00:00:00,,,owner
236,245,2021-11-17,3450.45,2021-11-17 00:00:00,2021-11-17 00:00:00,,,owner
237,246,2021-11-06,2098.53,2021-11-06 00:00:00,2021-11-06 00:00:00,,,owner
238,247,2021-11-24,5245.04,2021-11-24 00:00:00,2021-11-24 00:00:00,,,owner
239,248,2021-11-14,6695.61,2021-11-14 00:00:00,2021-11-14 00:00:00,,,owner
240,249,2021-11-30,3638.13,2021-11-30 00:00:00,2021-11-30 00:00:00,,,owner
241,250,2021-12-03,3609.63,2021-12-03 00:00:00,2021-12-03 00:00:00,,,owner
242,251,2021-11-21,4211.06,2021-11-21 00:00:00,2021-11-21 00:00:00,,,owner
243,252,2021-11-23,4933.80,2021-11-23 00:00:00,2021-11-23 00:00:00,,,owner
244,253,2021-11-20,1845.54,2021-11-20 00:00:00,2021-11-20 00:00:00,,,owner
245,254,2021-12-22,8384.37,2021-12-22 00:00:00,2021-12-22 00:00:00,,,owner
246,255,2021-12-21,1522.20,2021-12-21 00:00:00,2021-12-21 00:00:00,,,owner
247,256,2021-12-21,2029.82,2021-12-21 00:00:00,2021-12-21 00:00:00,,,owner
248,257,2021-12-10,1236.39,2021-12-10 00:00:00,2021-12-10 00:00:00,,,owner
249,258,2022-01-03,4701.41,2022-01-03 00:00:00,2022-01-03 00:00:00,,,owner
250,259,2021-12-18,5393.89,2021-12-18 00:00:00,2021-12-18 00:00:00,,,owner
251,260,2021-12-05,2406.44,2021-12-05 00:00:00,2021-12-05 00:00:00,,,owner
252,261,2021-12-05,3034.78,2021-12-05 00:00:00,2021-12-05 00:00:00,,,owner
253,262,2021-12-07,3670.46,2021-12-07 00:00:00,2021-12-07 00:00:00,,,owner
254,263,2021-12-08,3158.39,2021-12-08 00:00:00,2021-12-08 00:00:00,,,owner
255,264,2021-12-13,1576.45,2021-12-13 00:00:00,2021-12-13 00:00:00,,,owner
256,265,2021-12-05,2349.90,2021-12-05 00:00:00,2021-12-05 00:00:00,,,owner
257,266,2021-12-27,1309.52,2021-12-27 00:00:00,2021-12-27 00:00:00,,,owner
258,267,2021-12-23,4853.23,2021-12-23 00:00:00,2021-12-23 00:00:00,,,owner
259,268,2021-12-26,3817.28,2021-12-26 00:00:00,2021-12-26 00:00:00,,,owner
260,269,2021-12-18,1485.02,2021-12-18 00:00:00,2021-12-18 00:00:00,,,owner
261,270,2021-12-16,6553.11,2021-12-16 00:00:00,2021-12-16 00:00:00,,,owner
262,271,2021-12-14,6155.79,2021-12-14 00:00:00,2021-12-14 00:00:00,,,owner
263,272,2021-12-03,4623.79,2021-12-03 00:00:00,2021-12-03 00:00:00,,,owner
264,273,2021-12-24,3092.66,2021-12-24 00:00:00,2021-12-24 00:00:00,,,owner
265,274,2021-12-23,1102.25,2021-12-23 00:00:00,2021-12-23 00:00:00,,,owner
266,275,2021-12-24,2152.86,2021-12-24 00:00:00,2021-12-24 00:00:00,,,owner
267,276,2021-12-21,3999.80,2021-12-21 00:00:00,2021-12-21 00:00:00,,,owner
268,277,2021-12-18,6050.90,2021-12-18 00:00:00,2021-12-18 00:00:00,,,owner
269,278,2021-12-30,1291.54,2021-12-30 00:00:00,2021-12-30 00:00:00,,,owner
270,279,2021-12-05,8922.21,2021-12-05 00:00:00,2021-12-05 00:00:00,,,owner
271,280,2021-12-16,6167.45,2021-12-16 00:00:00,2021-12-16 00:00:00,,,owner
272,281,2021-12-25,6406.19,2021-12-25 00:00:00,2021-12-25 00:00:00,,,owner
273,282,2021-12-15,4206.51,2021-12-15 00:00:00,2021-12-15 00:00:00,,,owner
274,283,2021-12-17,11266.93,2021-12-17 00:00:00,2021-12-17 00:00:00,,,owner
275,284,2022-01-19,4270.73,2022-01-19 00:00:00,2022-01-19 00:00:00,,,owner
276,285,2022-01-08,3266.09,2022-01-08 00:00:00,2022-01-08 00:00:00,,,owner
277,286,2022-01-16,9111.53,2022-01-16 00:00:00,2022-01-16 00:00:00,,,owner
278,287,2022-01-17,4784.23,2022-01-17 00:00:00,2022-01-17 00:00:00,,,owner
279,288,2022-01-18,3954.19,2022-01-18 00:00:00,2022-01-18 00:00:00,,,owner
280,289,2022-01-27,3305.52,2022-01-27 00:00:00,2022-01-27 00:00:00,,,owner
281,290,2022-01-19,4991.84,2022-01-19 00:00:00,2022-01-19 00:00:00,,,owner
282,291,2022-01-08,8346.77,2022-01-08 00:00:00,2022-01-08 00:00:00,,,owner
283,292,2022-01-15,6091.72,2022-01-15 00:00:00,2022-01-15 00:00:00,,,owner
284,293,2022-01-12,3283.15,2022-01-12 00:00:00,2022-01-12 00:00:00,,,owner
285,294,2022-01-25,4438.24,2022-01-25 00:00:00,2022-01-25 00:00:00,,,owner
286,295,2022-02-04,8889.54,2022-02-04 00:00:00,2022-02-04 00:00:00,,,owner
287,296,2022-01-09,4287.50,2022-01-09 00:00:00,2022-01-09 00:00:00,,,owner
288,297,2022-01-10,2269.49,2022-01-10 00:00:00,2022-01-10 00:00:00,,,owner
289,298,2022-01-29,861.93,2022-01-29 00:00:00,2022-01-29 00:00:00,,,owner
290,299,2022-02-01,3409.09,2022-02-01 00:00:00,2022-02-01 00:00:00,,,owner
291,300,2022-01-04,1272.71,2022-01-04 00:00:00,2022-01-04 00:00:00,,,owner
292,301,2022-01-19,4509.05,2022-01-19 00:00:00,2022-01-19 00:00:00,,,owner
293,302,2022-01-18,4628.20,2022-01-18 00:00:00,2022-01-18 00:00:00,,,owner
294,303,2022-01-28,3787.13,2022-01-28 00:00:00,2022-01-28 00:00:00,,,owner
295,304,2022-01-27,1414.41,2022-01-27 00:00:00,2022-01-27 00:00:00,,,owner
296,305,2022-02-03,7663.15,2022-02-03 00:00:00,2022-02-03 00:00:00,,,owner
