id,psgc_code,name,province_id,created_at,updated_at
239,031409000,Hagonoy,11,2026-05-07 21:07:21,2026-05-07 21:07:21
240,031410000,City of Malolos,11,2026-05-07 21:07:21,2026-05-07 21:07:21
241,031411000,Marilao,11,2026-05-07 21:07:21,2026-05-07 21:07:21
242,031412000,City of Meycauayan,11,2026-05-07 21:07:21,2026-05-07 21:07:21
243,031413000,Norzagaray,11,2026-05-07 21:07:21,2026-05-07 21:07:21
244,031414000,Obando,11,2026-05-07 21:07:21,2026-05-07 21:07:21
245,031415000,Pandi,11,2026-05-07 21:07:21,2026-05-07 21:07:21
246,031416000,Paombong,11,2026-05-07 21:07:21,2026-05-07 21:07:21
247,031417000,Plaridel,11,2026-05-07 21:07:21,2026-05-07 21:07:21
248,031418000,Pulilan,11,2026-05-07 21:07:21,2026-05-07 21:07:21
249,031419000,San Ildefonso,11,2026-05-07 21:07:21,2026-05-07 21:07:21
250,031420000,City of San Jose Del Monte,11,2026-05-07 21:07:21,2026-05-07 21:07:21
251,031421000,San Miguel,11,2026-05-07 21:07:21,2026-05-07 21:07:21
252,031422000,San Rafael,11,2026-05-07 21:07:21,2026-05-07 21:07:21
253,031423000,Santa Maria,11,2026-05-07 21:07:21,2026-05-07 21:07:21
254,031424000,Doña Remedios Trinidad,11,2026-05-07 21:07:21,2026-05-07 21:07:21
255,034901000,Aliaga,12,2026-05-07 21:07:21,2026-05-07 21:07:21
256,034902000,Bongabon,12,2026-05-07 21:07:21,2026-05-07 21:07:21
257,034903000,City of Cabanatuan,12,2026-05-07 21:07:21,2026-05-07 21:07:21
258,034904000,Cabiao,12,2026-05-07 21:07:21,2026-05-07 21:07:21
259,034905000,Carranglan,12,2026-05-07 21:07:21,2026-05-07 21:07:21
260,034906000,Cuyapo,12,2026-05-07 21:07:21,2026-05-07 21:07:21
261,034907000,Gabaldon,12,2026-05-07 21:07:21,2026-05-07 21:07:21
262,034908000,City of Gapan,12,2026-05-07 21:07:21,2026-05-07 21:07:21
263,034909000,General Mamerto Natividad,12,2026-05-07 21:07:21,2026-05-07 21:07:21
264,034910000,General Tinio,12,2026-05-07 21:07:21,2026-05-07 21:07:21
265,034911000,Guimba,12,2026-05-07 21:07:21,2026-05-07 21:07:21
266,034912000,Jaen,12,2026-05-07 21:07:21,2026-05-07 21:07:21
267,034913000,Laur,12,2026-05-07 21:07:21,2026-05-07 21:07:21
268,034914000,Licab,12,2026-05-07 21:07:21,2026-05-07 21:07:21
269,034915000,Llanera,12,2026-05-07 21:07:21,2026-05-07 21:07:21
270,034916000,Lupao,12,2026-05-07 21:07:21,2026-05-07 21:07:21
271,034917000,Science City of Muñoz,12,2026-05-07 21:07:21,2026-05-07 21:07:21
272,034918000,Nampicuan,12,2026-05-07 21:07:21,2026-05-07 21:07:21
273,034919000,City of Palayan,12,2026-05-07 21:07:21,2026-05-07 21:07:21
274,034920000,Pantabangan,12,2026-05-07 21:07:21,2026-05-07 21:07:21
275,034921000,Peñaranda,12,2026-05-07 21:07:21,2026-05-07 21:07:21
276,034922000,Quezon,12,2026-05-07 21:07:21,2026-05-07 21:07:21
277,034923000,Rizal,12,2026-05-07 21:07:21,2026-05-07 21:07:21
278,034924000,San Antonio,12,2026-05-07 21:07:21,2026-05-07 21:07:21
279,034925000,San Isidro,12,2026-05-07 21:07:21,2026-05-07 21:07:21
280,034926000,San Jose City,12,2026-05-07 21:07:21,2026-05-07 21:07:21
281,034927000,San Leonardo,12,2026-05-07 21:07:21,2026-05-07 21:07:21
282,034928000,Santa Rosa,12,2026-05-07 21:07:21,2026-05-07 21:07:21
283,034929000,Santo Domingo,12,2026-05-07 21:07:21,2026-05-07 21:07:21
284,034930000,Talavera,12,2026-05-07 21:07:21,2026-05-07 21:07:21
285,034931000,Talugtug,12,2026-05-07 21:07:21,2026-05-07 21:07:21
286,034932000,Zaragoza,12,2026-05-07 21:07:21,2026-05-07 21:07:21
287,035401000,City of Angeles,13,2026-05-07 21:07:21,2026-05-07 21:07:21
288,035402000,Apalit,13,2026-05-07 21:07:21,2026-05-07 21:07:21
289,035403000,Arayat,13,2026-05-07 21:07:21,2026-05-07 21:07:21
290,035404000,Bacolor,13,2026-05-07 21:07:21,2026-05-07 21:07:21
291,035405000,Candaba,13,2026-05-07 21:07:21,2026-05-07 21:07:21
292,035406000,Floridablanca,13,2026-05-07 21:07:21,2026-05-07 21:07:21
293,035407000,Guagua,13,2026-05-07 21:07:21,2026-05-07 21:07:21
294,035408000,Lubao,13,2026-05-07 21:07:21,2026-05-07 21:07:21
295,035409000,Mabalacat City,13,2026-05-07 21:07:21,2026-05-07 21:07:21
296,035410000,Macabebe,13,2026-05-07 21:07:21,2026-05-07 21:07:21
297,035411000,Magalang,13,2026-05-07 21:07:21,2026-05-07 21:07:21
298,035412000,Masantol,13,2026-05-07 21:07:21,2026-05-07 21:07:21
299,035413000,Mexico,13,2026-05-07 21:07:21,2026-05-07 21:07:21
300,035414000,Minalin,13,2026-05-07 21:07:21,2026-05-07 21:07:21
301,035415000,Porac,13,2026-05-07 21:07:21,2026-05-07 21:07:21
302,035416000,City of San Fernando,13,2026-05-07 21:07:21,2026-05-07 21:07:21
303,035417000,San Luis,13,2026-05-07 21:07:21,2026-05-07 21:07:21
304,035418000,San Simon,13,2026-05-07 21:07:21,2026-05-07 21:07:21
305,035419000,Santa Ana,13,2026-05-07 21:07:21,2026-05-07 21:07:21
306,035420000,Santa Rita,13,2026-05-07 21:07:21,2026-05-07 21:07:21
307,035421000,Sto. Tomas,13,2026-05-07 21:07:21,2026-05-07 21:07:21
308,035422000,Sasmuan,13,2026-05-07 21:07:21,2026-05-07 21:07:21
309,036901000,Anao,14,2026-05-07 21:07:21,2026-05-07 21:07:21
310,036902000,Bamban,14,2026-05-07 21:07:21,2026-05-07 21:07:21
311,036903000,Camiling,14,2026-05-07 21:07:21,2026-05-07 21:07:21
312,036904000,Capas,14,2026-05-07 21:07:21,2026-05-07 21:07:21
313,036905000,Concepcion,14,2026-05-07 21:07:21,2026-05-07 21:07:21
314,036906000,Gerona,14,2026-05-07 21:07:21,2026-05-07 21:07:21
315,036907000,La Paz,14,2026-05-07 21:07:21,2026-05-07 21:07:21
316,036908000,Mayantoc,14,2026-05-07 21:07:21,2026-05-07 21:07:21
317,036909000,Moncada,14,2026-05-07 21:07:21,2026-05-07 21:07:21
318,036910000,Paniqui,14,2026-05-07 21:07:21,2026-05-07 21:07:21
319,036911000,Pura,14,2026-05-07 21:07:21,2026-05-07 21:07:21
320,036912000,Ramos,14,2026-05-07 21:07:21,2026-05-07 21:07:21
321,036913000,San Clemente,14,2026-05-07 21:07:21,2026-05-07 21:07:21
322,036914000,San Manuel,14,2026-05-07 21:07:21,2026-05-07 21:07:21
323,036915000,Santa Ignacia,14,2026-05-07 21:07:21,2026-05-07 21:07:21
324,036916000,City of Tarlac,14,2026-05-07 21:07:21,2026-05-07 21:07:21
325,036917000,Victoria,14,2026-05-07 21:07:21,2026-05-07 21:07:21
326,036918000,San Jose,14,2026-05-07 21:07:21,2026-05-07 21:07:21
327,037101000,Botolan,15,2026-05-07 21:07:21,2026-05-07 21:07:21
328,037102000,Cabangan,15,2026-05-07 21:07:21,2026-05-07 21:07:21
329,037103000,Candelaria,15,2026-05-07 21:07:21,2026-05-07 21:07:21
330,037104000,Castillejos,15,2026-05-07 21:07:21,2026-05-07 21:07:21
331,037105000,Iba,15,2026-05-07 21:07:21,2026-05-07 21:07:21
332,037106000,Masinloc,15,2026-05-07 21:07:21,2026-05-07 21:07:21
333,037107000,City of Olongapo,15,2026-05-07 21:07:21,2026-05-07 21:07:21
334,037108000,Palauig,15,2026-05-07 21:07:21,2026-05-07 21:07:21
335,037109000,San Antonio,15,2026-05-07 21:07:21,2026-05-07 21:07:21
336,037110000,San Felipe,15,2026-05-07 21:07:21,2026-05-07 21:07:21
337,037111000,San Marcelino,15,2026-05-07 21:07:21,2026-05-07 21:07:21
338,037112000,San Narciso,15,2026-05-07 21:07:21,2026-05-07 21:07:21
339,037113000,Santa Cruz,15,2026-05-07 21:07:21,2026-05-07 21:07:21
340,037114000,Subic,15,2026-05-07 21:07:21,2026-05-07 21:07:21
341,037701000,Baler,16,2026-05-07 21:07:21,2026-05-07 21:07:21
342,037702000,Casiguran,16,2026-05-07 21:07:21,2026-05-07 21:07:21
343,037703000,Dilasag,16,2026-05-07 21:07:21,2026-05-07 21:07:21
344,037704000,Dinalungan,16,2026-05-07 21:07:21,2026-05-07 21:07:21
345,037705000,Dingalan,16,2026-05-07 21:07:21,2026-05-07 21:07:21
346,037706000,Dipaculao,16,2026-05-07 21:07:21,2026-05-07 21:07:21
347,037707000,Maria Aurora,16,2026-05-07 21:07:21,2026-05-07 21:07:21
348,037708000,San Luis,16,2026-05-07 21:07:21,2026-05-07 21:07:21
