billing_id,lease_id,billing_date,next_billing,to_pay,amount,status,created_at,updated_at,deleted_at,billing_type,due_date,previous_balance,tenant_id
34,27,2021-07-01,2021-08-01,13522.30,13522.30,Paid,2026-05-07 21:28:03,2026-05-07 21:28:03,,monthly,2021-07-06,0.00,12
35,27,2021-07-01,2021-07-01,-10985.70,-10985.70,Paid,2026-05-07 21:28:03,2026-05-07 21:28:03,,move_out,2021-07-16,0.00,12
36,28,2021-08-01,2021-09-01,13932.64,13932.64,Paid,2026-05-07 21:28:04,2026-05-07 21:28:04,,monthly,2021-08-06,0.00,12
37,28,2021-09-01,2021-10-01,14338.74,14338.74,Paid,2026-05-07 21:28:04,2026-05-07 21:28:04,,monthly,2021-09-06,0.00,12
38,28,2021-10-01,2021-11-01,13814.42,13814.42,Paid,2026-05-07 21:28:04,2026-05-07 21:28:04,,monthly,2021-10-06,0.00,12
39,28,2021-11-01,2021-12-01,13969.67,13969.67,Paid,2026-05-07 21:28:04,2026-05-07 21:28:04,,monthly,2021-11-06,0.00,12
40,28,2021-12-01,2022-01-01,13813.67,13813.67,Paid,2026-05-07 21:28:04,2026-05-07 21:28:04,,monthly,2021-12-06,0.00,12
41,28,2022-01-01,2022-02-01,13010.71,13010.71,Paid,2026-05-07 21:28:04,2026-05-07 21:28:04,,monthly,2022-01-06,0.00,12
42,28,2022-01-01,2022-01-01,-10997.29,-10997.29,Paid,2026-05-07 21:28:04,2026-05-07 21:28:04,,move_out,2022-01-16,0.00,12
43,266,2021-08-01,2021-09-01,25658.00,25658.00,Paid,2026-05-07 21:28:04,2026-05-07 21:28:04,,move_in,2021-08-01,0.00,38
44,266,2021-09-01,2021-10-01,14608.55,14608.55,Paid,2026-05-07 21:28:04,2026-05-07 21:28:04,,monthly,2021-09-06,0.00,38
45,266,2021-09-01,2021-09-01,-11549.45,-11549.45,Paid,2026-05-07 21:28:04,2026-05-07 21:28:04,,move_out,2021-09-16,0.00,38
46,114,2021-08-01,2021-09-01,14174.00,14174.00,Paid,2026-05-07 21:28:04,2026-05-07 21:28:04,,move_in,2021-08-01,0.00,36
47,114,2021-09-01,2021-10-01,9834.93,9834.93,Paid,2026-05-07 21:28:04,2026-05-07 21:28:04,,monthly,2021-09-06,0.00,36
48,114,2021-10-01,2021-11-01,10395.50,10395.50,Paid,2026-05-07 21:28:04,2026-05-07 21:28:04,,monthly,2021-10-06,0.00,36
49,114,2021-11-01,2021-12-01,8652.14,8652.14,Paid,2026-05-07 21:28:04,2026-05-07 21:28:04,,monthly,2021-11-06,0.00,36
50,114,2021-11-01,2021-11-01,-6021.86,-6021.86,Paid,2026-05-07 21:28:04,2026-05-07 21:28:04,,move_out,2021-11-16,0.00,36
51,59,2021-09-01,2021-10-01,24592.00,24592.00,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,move_in,2021-09-01,0.00,33
52,59,2021-10-01,2021-11-01,14962.99,14962.99,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2021-10-06,0.00,33
53,59,2021-11-01,2021-12-01,15221.47,15221.47,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2021-11-06,0.00,33
54,59,2021-12-01,2022-01-01,13654.67,13654.67,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2021-12-06,0.00,33
55,59,2021-12-01,2021-12-01,-11437.33,-11437.33,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,move_out,2021-12-16,0.00,33
56,267,2021-10-01,2021-11-01,14565.59,14565.59,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2021-10-06,0.00,38
57,267,2021-10-01,2021-10-01,-11592.41,-11592.41,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,move_out,2021-10-16,0.00,38
58,244,2021-11-01,2021-12-01,15245.03,15245.03,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2021-11-06,0.00,41
59,244,2021-12-01,2022-01-01,14494.70,14494.70,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2021-12-06,0.00,41
60,244,2022-01-01,2022-02-01,14283.87,14283.87,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2022-01-06,0.00,41
61,244,2022-01-01,2022-01-01,-11060.13,-11060.13,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,move_out,2022-01-16,0.00,41
62,159,2021-10-01,2021-11-01,13846.00,13846.00,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,move_in,2021-10-01,0.00,17
63,159,2021-11-01,2021-12-01,8698.27,8698.27,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2021-11-06,0.00,17
64,159,2021-12-01,2022-01-01,8202.21,8202.21,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2021-12-06,0.00,17
65,159,2022-01-01,2022-02-01,8107.03,8107.03,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2022-01-06,0.00,17
66,159,2022-02-01,2022-03-01,7992.35,7992.35,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2022-02-06,0.00,17
67,159,2022-03-01,2022-04-01,7449.24,7449.24,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2022-03-06,0.00,17
68,159,2022-04-01,2022-05-01,7934.52,7934.52,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2022-04-06,0.00,17
69,159,2022-05-01,2022-06-01,7813.41,7813.41,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2022-05-06,0.00,17
70,159,2022-06-01,2022-07-01,7608.99,7608.99,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2022-06-06,0.00,17
71,159,2022-07-01,2022-08-01,7952.21,7952.21,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2022-07-06,0.00,17
72,159,2022-08-01,2022-09-01,8091.71,8091.71,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2022-08-06,0.00,17
73,159,2022-09-01,2022-10-01,7777.15,7777.15,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2022-09-06,0.00,17
74,159,2022-10-01,2022-11-01,7627.36,7627.36,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2022-10-06,0.00,17
75,159,2022-10-01,2022-10-01,-6218.64,-6218.64,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,move_out,2022-10-16,0.00,17
76,268,2021-11-01,2021-12-01,14444.27,14444.27,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2021-11-06,0.00,38
77,268,2021-11-01,2021-11-01,-11713.73,-11713.73,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,move_out,2021-11-16,0.00,38
78,115,2021-12-01,2022-01-01,9447.13,9447.13,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2021-12-06,0.00,36
79,115,2022-01-01,2022-02-01,8787.23,8787.23,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2022-01-06,0.00,36
80,115,2022-02-01,2022-03-01,9517.11,9517.11,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2022-02-06,0.00,36
81,115,2022-03-01,2022-04-01,8544.05,8544.05,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2022-03-06,0.00,36
82,115,2022-04-01,2022-05-01,9196.33,9196.33,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2022-04-06,0.00,36
83,115,2022-05-01,2022-06-01,8451.68,8451.68,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,monthly,2022-05-06,0.00,36
84,115,2022-05-01,2022-05-01,-5722.32,-5722.32,Paid,2026-05-07 21:28:05,2026-05-07 21:28:05,,move_out,2022-05-16,0.00,36
85,269,2021-12-01,2022-01-01,15516.54,15516.54,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2021-12-06,0.00,38
86,269,2022-01-01,2022-02-01,14824.56,14824.56,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-01-06,0.00,38
87,269,2022-02-01,2022-03-01,14356.06,14356.06,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-02-06,0.00,38
88,269,2022-03-01,2022-04-01,15281.11,15281.11,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-03-06,0.00,38
89,269,2022-04-01,2022-05-01,14877.98,14877.98,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-04-06,0.00,38
90,269,2022-05-01,2022-06-01,13832.79,13832.79,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-05-06,0.00,38
91,269,2022-05-01,2022-05-01,-11825.21,-11825.21,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,move_out,2022-05-16,0.00,38
92,281,2021-12-01,2022-01-01,13846.00,13846.00,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,move_in,2021-12-01,0.00,2
93,281,2022-01-01,2022-02-01,8607.03,8607.03,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-01-06,0.00,2
94,281,2022-02-01,2022-03-01,8492.35,8492.35,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-02-06,0.00,2
95,281,2022-03-01,2022-04-01,7949.24,7949.24,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-03-06,0.00,2
96,281,2022-03-01,2022-03-01,-6396.76,-6396.76,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,move_out,2022-03-16,0.00,2
97,60,2022-01-01,2022-02-01,13283.68,13283.68,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-01-06,0.00,33
98,60,2022-02-01,2022-03-01,13238.63,13238.63,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-02-06,0.00,33
99,60,2022-03-01,2022-04-01,13641.32,13641.32,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-03-06,0.00,33
100,60,2022-04-01,2022-05-01,13037.81,13037.81,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-04-06,0.00,33
101,60,2022-05-01,2022-06-01,13094.48,13094.48,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-05-06,0.00,33
102,60,2022-06-01,2022-07-01,13718.88,13718.88,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-06-06,0.00,33
103,60,2022-07-01,2022-08-01,13133.41,13133.41,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-07-06,0.00,33
104,60,2022-08-01,2022-09-01,13364.41,13364.41,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-08-06,0.00,33
105,60,2022-09-01,2022-10-01,13514.61,13514.61,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-09-06,0.00,33
106,60,2022-10-01,2022-11-01,13146.48,13146.48,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-10-06,0.00,33
107,60,2022-11-01,2022-12-01,13513.39,13513.39,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-11-06,0.00,33
108,60,2022-12-01,2023-01-01,13079.85,13079.85,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-12-06,0.00,33
109,60,2022-12-01,2022-12-01,-11512.15,-11512.15,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,move_out,2022-12-16,0.00,33
110,128,2022-01-01,2022-02-01,11390.00,11390.00,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,move_in,2022-01-01,0.00,19
111,128,2022-02-01,2022-03-01,7700.07,7700.07,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-02-06,0.00,19
112,128,2022-03-01,2022-04-01,8893.57,8893.57,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-03-06,0.00,19
113,128,2022-04-01,2022-05-01,7620.09,7620.09,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-04-06,0.00,19
114,128,2022-04-01,2022-04-01,-4269.91,-4269.91,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,move_out,2022-04-16,0.00,19
115,71,2022-01-01,2022-02-01,24592.00,24592.00,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,move_in,2022-01-01,0.00,35
116,71,2022-02-01,2022-03-01,13738.63,13738.63,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-02-06,0.00,35
117,71,2022-03-01,2022-04-01,14141.32,14141.32,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-03-06,0.00,35
118,71,2022-04-01,2022-05-01,13537.81,13537.81,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-04-06,0.00,35
119,71,2022-04-01,2022-04-01,-11554.19,-11554.19,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,move_out,2022-04-16,0.00,35
120,29,2022-02-01,2022-03-01,14154.83,14154.83,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-02-06,0.00,12
121,29,2022-03-01,2022-04-01,13601.53,13601.53,Paid,2026-05-07 21:28:06,2026-05-07 21:28:06,,monthly,2022-03-06,0.00,12
122,29,2022-04-01,2022-05-01,13806.78,13806.78,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-04-06,0.00,12
123,29,2022-05-01,2022-06-01,14044.06,14044.06,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-05-06,0.00,12
124,29,2022-06-01,2022-07-01,14499.59,14499.59,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-06-06,0.00,12
125,29,2022-07-01,2022-08-01,12888.25,12888.25,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-07-06,0.00,12
126,29,2022-07-01,2022-07-01,-11119.75,-11119.75,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,move_out,2022-07-16,0.00,12
127,245,2022-02-01,2022-03-01,13888.86,13888.86,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-02-06,0.00,41
128,245,2022-02-01,2022-02-01,-11455.14,-11455.14,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,move_out,2022-02-16,0.00,41
129,43,2022-02-01,2022-03-01,21766.00,21766.00,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,move_in,2022-02-01,0.00,16
130,43,2022-03-01,2022-04-01,12920.18,12920.18,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-03-06,0.00,16
131,43,2022-04-01,2022-05-01,13032.22,13032.22,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-04-06,0.00,16
132,43,2022-05-01,2022-06-01,12729.47,12729.47,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-05-06,0.00,16
133,43,2022-06-01,2022-07-01,12818.35,12818.35,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-06-06,0.00,16
134,43,2022-07-01,2022-08-01,13028.69,13028.69,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-07-06,0.00,16
135,43,2022-08-01,2022-09-01,12672.74,12672.74,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-08-06,0.00,16
136,43,2022-09-01,2022-10-01,12764.65,12764.65,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-09-06,0.00,16
137,43,2022-10-01,2022-11-01,12649.74,12649.74,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-10-06,0.00,16
138,43,2022-11-01,2022-12-01,13138.27,13138.27,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-11-06,0.00,16
139,43,2022-12-01,2023-01-01,12858.21,12858.21,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-12-06,0.00,16
140,43,2023-01-01,2023-02-01,13136.68,13136.68,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2023-01-06,0.00,16
141,43,2023-02-01,2023-03-01,12056.17,12056.17,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2023-02-06,0.00,16
142,43,2023-02-01,2023-02-01,-9709.83,-9709.83,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,move_out,2023-02-16,0.00,16
143,246,2022-03-01,2022-04-01,15629.42,15629.42,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-03-06,0.00,41
144,246,2022-04-01,2022-05-01,15680.46,15680.46,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-04-06,0.00,41
145,246,2022-05-01,2022-06-01,13859.38,13859.38,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-05-06,0.00,41
146,246,2022-05-01,2022-05-01,-11484.62,-11484.62,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,move_out,2022-05-16,0.00,41
147,183,2022-03-01,2022-04-01,13436.00,13436.00,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,move_in,2022-03-01,0.00,24
148,183,2022-04-01,2022-05-01,8232.20,8232.20,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-04-06,0.00,24
149,183,2022-05-01,2022-06-01,8424.24,8424.24,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-05-06,0.00,24
150,183,2022-06-01,2022-07-01,8763.80,8763.80,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-06-06,0.00,24
151,183,2022-07-01,2022-08-01,9147.56,9147.56,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-07-06,0.00,24
152,183,2022-08-01,2022-09-01,9123.96,9123.96,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-08-06,0.00,24
153,183,2022-09-01,2022-10-01,7380.40,7380.40,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-09-06,0.00,24
154,183,2022-09-01,2022-09-01,-6055.60,-6055.60,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,move_out,2022-09-16,0.00,24
155,282,2022-04-01,2022-05-01,8434.52,8434.52,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-04-06,0.00,2
156,282,2022-05-01,2022-06-01,8313.41,8313.41,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-05-06,0.00,2
157,282,2022-06-01,2022-07-01,8108.99,8108.99,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-06-06,0.00,2
158,282,2022-06-01,2022-06-01,-6237.01,-6237.01,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,move_out,2022-06-16,0.00,2
159,129,2022-05-01,2022-06-01,8051.37,8051.37,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-05-06,0.00,19
160,129,2022-06-01,2022-07-01,7386.48,7386.48,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-06-06,0.00,19
161,129,2022-07-01,2022-08-01,8381.81,8381.81,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-07-06,0.00,19
162,129,2022-08-01,2022-09-01,7738.19,7738.19,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-08-06,0.00,19
163,129,2022-09-01,2022-10-01,7665.77,7665.77,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-09-06,0.00,19
164,129,2022-10-01,2022-11-01,6724.33,6724.33,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,monthly,2022-10-06,0.00,19
165,129,2022-10-01,2022-10-01,-4665.67,-4665.67,Paid,2026-05-07 21:28:07,2026-05-07 21:28:07,,move_out,2022-10-16,0.00,19
166,208,2022-04-01,2022-05-01,18672.00,18672.00,Paid,2026-05-07 21:28:08,2026-05-07 21:28:08,,move_in,2022-04-01,0.00,40
167,208,2022-05-01,2022-06-01,11696.53,11696.53,Paid,2026-05-07 21:28:08,2026-05-07 21:28:08,,monthly,2022-05-06,0.00,40
168,208,2022-06-01,2022-07-01,11209.77,11209.77,Paid,2026-05-07 21:28:08,2026-05-07 21:28:08,,monthly,2022-06-06,0.00,40
169,208,2022-07-01,2022-08-01,11078.90,11078.90,Paid,2026-05-07 21:28:08,2026-05-07 21:28:08,,monthly,2022-07-06,0.00,40
170,208,2022-07-01,2022-07-01,-8093.10,-8093.10,Paid,2026-05-07 21:28:08,2026-05-07 21:28:08,,move_out,2022-07-16,0.00,40
171,293,2022-05-01,2022-06-01,14506.36,14506.36,Paid,2026-05-07 21:28:08,2026-05-07 21:28:08,,monthly,2022-05-06,0.00,7
172,293,2022-05-01,2022-05-01,-11619.64,-11619.64,Paid,2026-05-07 21:28:08,2026-05-07 21:28:08,,move_out,2022-05-16,0.00,7
173,72,2022-05-01,2022-06-01,13594.48,13594.48,Paid,2026-05-07 21:28:08,2026-05-07 21:28:08,,monthly,2022-05-06,0.00,35
174,72,2022-05-01,2022-05-01,-11497.52,-11497.52,Paid,2026-05-07 21:28:08,2026-05-07 21:28:08,,move_out,2022-05-16,0.00,35
175,141,2022-04-01,2022-05-01,14710.00,14710.00,Paid,2026-05-07 21:28:08,2026-05-07 21:28:08,,move_in,2022-04-01,0.00,20
176,141,2022-05-01,2022-06-01,8902.94,8902.94,Paid,2026-05-07 21:28:08,2026-05-07 21:28:08,,monthly,2022-05-06,0.00,20
177,141,2022-05-01,2022-05-01,-6307.06,-6307.06,Paid,2026-05-07 21:28:08,2026-05-07 21:28:08,,move_out,2022-05-16,0.00,20
178,142,2022-06-01,2022-07-01,8709.77,8709.77,Paid,2026-05-07 21:28:08,2026-05-07 21:28:08,,monthly,2022-06-06,0.00,20
179,142,2022-07-01,2022-08-01,9385.54,9385.54,Paid,2026-05-07 21:28:08,2026-05-07 21:28:08,,monthly,2022-07-06,0.00,20
180,142,2022-08-01,2022-09-01,8936.77,8936.77,Paid,2026-05-07 21:28:08,2026-05-07 21:28:08,,monthly,2022-08-06,0.00,20
181,142,2022-09-01,2022-10-01,9405.08,9405.08,Paid,2026-05-07 21:28:08,2026-05-07 21:28:08,,monthly,2022-09-06,0.00,20
